metric,value
MAE_kW,0.4007776379585266
RMSE_kW,0.6266483664512634
MAPE_%,64.155029296875
R2,0.4711885452270508
MAE_kW@step1,0.14712198078632355
MAE_kW@step15,0.3315666913986206
MAE_kW@step30,0.41789868474006653
MAE_kW@step45,0.4883345365524292
MAE_kW@step60,0.5239862203598022
