metric,value
MAE_kW,0.40529972314834595
RMSE_kW,0.6218429803848267
MAPE_%,66.5086898803711
R2,0.4792676568031311
MAE_kW@step1,0.13955703377723694
MAE_kW@step15,0.3336019814014435
MAE_kW@step30,0.4376801550388336
MAE_kW@step45,0.487483412027359
MAE_kW@step60,0.5283718109130859
n_params,47036
best_epoch,2
training_time_min,3.9
